adjustment_id,ticket_id,trip_id,adjustment_type,amount,reason,created_at,currency
ADJ0001547,TK0004054,T0037581,refund,12.32,payment_issue,2026-01-17 07:03:13.000000000,USD
ADJ0001548,TK0004055,T0037584,refund,1.25,cancellation_issue,2026-04-01 01:03:55.000000000,USD
ADJ0001549,TK0004061,T0037644,appeasement_credit,7.08,service_recovery,2026-06-01 13:23:19.000000000,USD
ADJ0001550,TK0004066,T0037682,refund,5.16,other,2026-05-15 06:48:43.000000000,USD
ADJ0001551,TK0004070,T0037719,refund,8.59,cancellation_issue,2026-03-30 00:54:59.000000000,USD
ADJ0001552,TK0004070,T0037719,appeasement_credit,11.6,service_recovery,2026-03-30 00:23:59.000000000,USD
ADJ0001553,TK0004071,T0037726,refund,3.93,payment_issue,2026-02-14 11:10:16.000000000,USD
ADJ0001554,TK0004077,T0037764,refund,4.1,payment_issue,2026-03-02 13:43:43.000000000,USD
ADJ0001555,TK0004077,T0037764,appeasement_credit,10.26,service_recovery,2026-03-02 12:51:43.000000000,USD
ADJ0001556,TK0004083,T0037828,refund,2.87,route_issue,2026-05-01 14:49:21.000000000,USD
ADJ0001557,TK0004083,T0037828,appeasement_credit,12.71,service_recovery,2026-05-01 14:53:21.000000000,USD
ADJ0001558,TK0004085,T0037837,appeasement_credit,13.62,service_recovery,2026-01-23 14:03:28.000000000,USD
ADJ0001559,TK0004086,T0037848,refund,29.0,payment_issue,2026-05-09 17:14:36.000000000,USD
ADJ0001560,TK0004095,T0037969,refund,6.59,payment_issue,2026-03-17 17:27:25.000000000,USD
ADJ0001561,TK0004099,T0037996,refund,4.34,vehicle_access_issue,2026-01-08 09:59:14.000000000,USD
ADJ0001562,TK0004104,T0038065,appeasement_credit,11.88,service_recovery,2026-04-24 20:21:16.000000000,USD
ADJ0001563,TK0004115,T0038132,refund,1.04,trip_status_issue,2026-05-15 13:28:32.000000000,USD
ADJ0001564,TK0004115,T0038132,appeasement_credit,12.58,service_recovery,2026-05-15 13:51:32.000000000,USD
ADJ0001565,TK0004116,T0038134,appeasement_credit,12.68,service_recovery,2026-01-25 23:12:55.000000000,USD
ADJ0001566,TK0004118,T0038149,refund,8.16,payment_issue,2026-04-29 20:39:17.000000000,USD
ADJ0001567,TK0004120,T0038165,appeasement_credit,19.25,service_recovery,2026-05-09 08:29:17.000000000,USD
ADJ0001568,TK0004121,T0038173,appeasement_credit,8.29,service_recovery,2026-06-22 09:18:13.000000000,USD
ADJ0001569,TK0004123,T0038194,refund,3.78,vehicle_access_issue,2026-01-08 05:44:01.000000000,USD
ADJ0001570,TK0004123,T0038194,appeasement_credit,9.58,service_recovery,2026-01-08 06:48:01.000000000,USD
ADJ0001571,TK0004126,T0038212,refund,1.85,other,2026-06-26 02:23:09.000000000,USD
ADJ0001572,TK0004131,T0038246,refund,2.01,pickup_issue,2026-06-09 14:14:25.000000000,USD
ADJ0001573,TK0004134,T0038293,appeasement_credit,19.38,service_recovery,2026-06-04 19:25:00.000000000,USD
ADJ0001574,TK0004141,T0038351,refund,10.9,trip_status_issue,2026-06-08 07:33:52.000000000,USD
ADJ0001575,TK0004146,T0038407,refund,4.28,cancellation_issue,2026-04-30 03:33:16.000000000,USD
ADJ0001576,TK0004147,T0038409,refund,16.74,payment_issue,2026-05-27 22:46:11.000000000,USD
ADJ0001577,TK0004151,T0038432,refund,19.3,dropoff_issue,2026-01-23 16:31:17.000000000,USD
ADJ0001578,TK0004151,T0038432,appeasement_credit,7.31,service_recovery,2026-01-23 16:23:17.000000000,USD
ADJ0001579,TK0004153,T0038463,refund,2.49,vehicle_access_issue,2026-01-30 08:10:06.000000000,USD
ADJ0001580,TK0004155,T0038482,refund,8.44,trip_status_issue,2026-06-18 14:12:19.000000000,USD
ADJ0001581,TK0004156,T0038488,refund,2.02,cancellation_issue,2026-06-13 16:16:24.000000000,USD
ADJ0001582,TK0004159,T0038505,refund,0.7,cancellation_issue,2026-05-09 07:32:33.000000000,USD
ADJ0001583,TK0004159,T0038505,appeasement_credit,17.49,service_recovery,2026-05-09 07:57:33.000000000,USD
ADJ0001584,TK0004160,T0038524,refund,2.38,vehicle_access_issue,2026-02-20 04:48:07.000000000,USD
ADJ0001585,TK0004165,T0038581,appeasement_credit,13.9,service_recovery,2026-02-16 13:02:21.000000000,USD
ADJ0001586,TK0004166,T0038589,appeasement_credit,9.85,service_recovery,2026-02-14 06:24:21.000000000,USD
ADJ0001587,TK0004168,T0038599,appeasement_credit,13.85,service_recovery,2026-01-11 12:39:13.000000000,USD
ADJ0001588,TK0004170,T0038604,refund,7.25,trip_status_issue,2026-01-02 09:09:36.000000000,USD
ADJ0001589,TK0004171,T0038633,refund,12.06,pickup_issue,2026-01-14 17:58:29.000000000,USD
ADJ0001590,TK0004177,T0038674,refund,0.5,vehicle_access_issue,2026-01-05 20:41:58.000000000,USD
ADJ0001591,TK0004177,T0038674,appeasement_credit,7.82,service_recovery,2026-01-05 20:08:58.000000000,USD
ADJ0001592,TK0004180,T0038700,appeasement_credit,6.54,service_recovery,2026-06-24 00:02:16.000000000,USD
ADJ0001593,TK0004188,T0038803,refund,11.48,vehicle_access_issue,2026-04-02 23:49:09.000000000,USD
ADJ0001594,TK0004196,T0038883,refund,5.5,payment_issue,2026-05-27 23:04:37.000000000,USD
ADJ0001595,TK0004197,T0038899,refund,4.44,cancellation_issue,2026-04-27 22:10:42.000000000,USD
ADJ0001596,TK0004198,T0038917,refund,6.51,payment_issue,2026-04-09 05:04:32.000000000,USD
ADJ0001597,TK0004201,T0038942,refund,2.42,pickup_issue,2026-01-08 14:53:22.000000000,USD
ADJ0001598,TK0004202,T0038948,refund,7.51,pickup_issue,2026-05-16 12:32:47.000000000,USD
ADJ0001599,TK0004206,T0038974,refund,3.75,pickup_issue,2026-02-23 19:23:04.000000000,USD
ADJ0001600,TK0004210,T0039018,refund,5.84,payment_issue,2026-01-10 16:32:38.000000000,USD
ADJ0001601,TK0004211,T0039029,appeasement_credit,5.05,service_recovery,2026-01-11 14:29:15.000000000,USD
ADJ0001602,TK0004214,T0039048,refund,10.12,pickup_issue,2026-04-13 09:05:14.000000000,USD
ADJ0001603,TK0004214,T0039048,appeasement_credit,9.48,service_recovery,2026-04-13 09:34:14.000000000,USD
ADJ0001604,TK0004218,T0039082,refund,6.18,trip_status_issue,2026-01-26 23:15:06.000000000,USD
ADJ0001605,TK0004220,T0039091,refund,9.03,vehicle_access_issue,2026-03-09 19:25:18.000000000,USD
ADJ0001606,TK0004220,T0039091,appeasement_credit,12.56,service_recovery,2026-03-09 19:41:18.000000000,USD
ADJ0001607,TK0004222,T0039115,refund,8.34,payment_issue,2026-01-01 22:16:54.000000000,USD
ADJ0001608,TK0004224,T0039126,appeasement_credit,5.53,service_recovery,2026-05-17 05:11:39.000000000,USD
ADJ0001609,TK0004227,T0039146,refund,4.89,vehicle_access_issue,2026-03-16 11:35:11.000000000,USD
ADJ0001610,TK0004228,T0039153,appeasement_credit,9.88,service_recovery,2026-03-26 12:19:11.000000000,USD
ADJ0001611,TK0004236,T0039232,appeasement_credit,17.5,service_recovery,2026-01-26 05:13:56.000000000,USD
ADJ0001612,TK0004241,T0039283,refund,1.59,trip_status_issue,2026-05-16 20:55:03.000000000,USD
ADJ0001613,TK0004242,T0039293,refund,3.33,pickup_issue,2026-05-06 20:48:06.000000000,USD
ADJ0001614,TK0004243,T0039296,appeasement_credit,6.87,service_recovery,2026-03-07 03:46:34.000000000,USD
ADJ0001615,TK0004248,T0039384,refund,6.04,cancellation_issue,2026-03-05 04:22:30.000000000,USD
ADJ0001616,TK0004250,T0039414,appeasement_credit,5.66,service_recovery,2026-03-08 11:27:53.000000000,USD
ADJ0001617,TK0004251,T0039419,refund,2.38,safety_concern,2026-03-19 15:55:42.000000000,USD
ADJ0001618,TK0004253,T0039436,refund,2.39,dropoff_issue,2026-05-03 02:35:12.000000000,USD
ADJ0001619,TK0004255,T0039441,refund,8.28,lost_item,2026-05-19 08:11:58.000000000,USD
ADJ0001620,TK0004259,T0039481,refund,3.37,trip_status_issue,2026-01-23 21:33:19.000000000,USD
ADJ0001621,TK0004259,T0039481,appeasement_credit,19.9,service_recovery,2026-01-23 22:01:19.000000000,USD
ADJ0001622,TK0004262,T0039526,refund,2.0,cancellation_issue,2026-01-30 03:23:44.000000000,USD
ADJ0001623,TK0004262,T0039526,appeasement_credit,13.51,service_recovery,2026-01-30 04:13:44.000000000,USD
ADJ0001624,TK0004263,T0039540,refund,2.48,cancellation_issue,2026-03-30 02:20:36.000000000,USD
ADJ0001625,TK0004264,T0039544,refund,12.94,vehicle_access_issue,2026-01-02 09:06:57.000000000,USD
ADJ0001626,TK0004266,T0039555,appeasement_credit,19.87,service_recovery,2026-02-26 21:26:15.000000000,USD
ADJ0001627,TK0004267,T0039566,appeasement_credit,14.25,service_recovery,2026-02-21 15:39:20.000000000,USD
ADJ0001628,TK0004278,T0039635,refund,16.23,payment_issue,2026-06-02 21:47:27.000000000,USD
ADJ0001629,TK0004282,T0039661,refund,1.87,other,2026-05-13 10:07:05.000000000,USD
ADJ0001630,TK0004284,T0039692,refund,2.24,cancellation_issue,2026-02-24 18:25:40.000000000,USD
ADJ0001631,TK0004287,T0039729,refund,1.29,trip_status_issue,2026-05-16 09:48:39.000000000,USD
ADJ0001632,TK0004291,T0039749,refund,4.3,cancellation_issue,2026-02-19 16:19:36.000000000,USD
ADJ0001633,TK0004293,T0039757,refund,5.21,cancellation_issue,2026-02-01 04:24:31.000000000,USD
ADJ0001634,TK0004294,T0039758,refund,15.43,safety_concern,2026-02-07 14:33:36.000000000,USD
ADJ0001635,TK0004297,T0039802,refund,1.12,route_issue,2026-02-23 01:47:00.000000000,USD
ADJ0001636,TK0004299,T0039822,refund,9.23,route_issue,2026-06-16 16:43:37.000000000,USD
ADJ0001637,TK0004301,T0039857,refund,14.29,payment_issue,2026-02-14 09:10:01.000000000,USD
ADJ0001638,TK0004302,T0039864,refund,2.94,cancellation_issue,2026-06-29 06:13:44.000000000,USD
ADJ0001639,TK0004303,T0039866,refund,9.73,trip_status_issue,2026-06-12 04:53:31.000000000,USD
ADJ0001640,TK0004304,T0039868,appeasement_credit,6.47,service_recovery,2026-03-27 09:13:55.000000000,USD
ADJ0001641,TK0004307,T0039892,refund,4.09,payment_issue,2026-05-16 20:00:09.000000000,USD
ADJ0001642,TK0004309,T0039900,refund,1.84,payment_issue,2026-04-19 16:33:07.000000000,USD
ADJ0001643,TK0004310,T0039923,appeasement_credit,12.48,service_recovery,2026-03-30 07:32:41.000000000,USD
ADJ0001644,TK0004311,T0039928,appeasement_credit,12.06,service_recovery,2026-05-05 02:43:47.000000000,USD
ADJ0001645,TK0004313,T0039955,refund,2.27,pickup_issue,2026-05-28 19:54:03.000000000,USD
ADJ0001646,TK0004314,T0039963,refund,2.51,cancellation_issue,2026-03-06 19:35:56.000000000,USD
ADJ0001647,TK0004318,T0040015,appeasement_credit,4.52,service_recovery,2026-05-27 09:51:44.000000000,USD
ADJ0001648,TK0004319,T0040024,refund,1.05,payment_issue,2026-05-07 08:48:44.000000000,USD
ADJ0001649,TK0004320,T0040031,refund,1.97,pickup_issue,2026-04-12 11:28:50.000000000,USD
ADJ0001650,TK0004326,T0040101,refund,17.65,safety_concern,2026-05-18 04:09:23.000000000,USD
ADJ0001651,TK0004329,T0040146,refund,5.18,pickup_issue,2026-02-13 17:24:03.000000000,USD
ADJ0001652,TK0004329,T0040146,appeasement_credit,10.09,service_recovery,2026-02-13 17:08:03.000000000,USD
ADJ0001653,TK0004332,T0040185,refund,4.24,cancellation_issue,2026-01-24 20:40:07.000000000,USD
ADJ0001654,TK0004334,T0040210,refund,5.66,cancellation_issue,2026-01-31 01:08:28.000000000,USD
ADJ0001655,TK0004337,T0040229,appeasement_credit,14.35,service_recovery,2026-04-29 09:48:14.000000000,USD
ADJ0001656,TK0004345,T0040275,appeasement_credit,6.96,service_recovery,2026-05-25 19:03:07.000000000,USD
ADJ0001657,TK0004347,T0040326,refund,1.59,cancellation_issue,2026-03-01 22:12:08.000000000,USD
ADJ0001658,TK0004347,T0040326,appeasement_credit,6.69,service_recovery,2026-03-01 21:27:08.000000000,USD
ADJ0001659,TK0004355,T0040426,refund,13.3,payment_issue,2026-04-02 15:33:06.000000000,USD
ADJ0001660,TK0004361,T0040475,refund,2.72,trip_status_issue,2026-03-12 19:41:49.000000000,USD
ADJ0001661,TK0004368,T0040548,refund,1.39,cancellation_issue,2026-05-30 12:53:48.000000000,USD
ADJ0001662,TK0004370,T0040568,refund,5.8,pickup_issue,2026-04-23 08:48:22.000000000,USD
ADJ0001663,TK0004371,T0040569,appeasement_credit,13.77,service_recovery,2026-04-05 07:49:11.000000000,USD
ADJ0001664,TK0004372,T0040574,appeasement_credit,8.19,service_recovery,2026-03-11 20:52:54.000000000,USD
ADJ0001665,TK0004374,T0040576,refund,11.06,vehicle_access_issue,2026-01-14 01:50:00.000000000,USD
ADJ0001666,TK0004375,T0040584,refund,17.49,cancellation_issue,2026-01-12 01:25:59.000000000,USD
ADJ0001667,TK0004378,T0040611,refund,5.88,safety_concern,2026-07-01 14:02:49.000000000,USD
ADJ0001668,TK0004378,T0040611,appeasement_credit,12.59,service_recovery,2026-07-01 14:18:49.000000000,USD
ADJ0001669,TK0004379,T0040626,refund,4.27,other,2026-01-02 11:16:53.000000000,USD
ADJ0001670,TK0004394,T0040817,refund,6.89,dropoff_issue,2026-01-23 19:18:35.000000000,USD
ADJ0001671,TK0004396,T0040838,appeasement_credit,9.88,service_recovery,2026-02-26 08:46:19.000000000,USD
ADJ0001672,TK0004405,T0040897,refund,10.39,pickup_issue,2026-03-19 03:24:25.000000000,USD
ADJ0001673,TK0004405,T0040897,appeasement_credit,4.36,service_recovery,2026-03-19 04:03:25.000000000,USD
ADJ0001674,TK0004406,T0040903,refund,4.62,safety_concern,2026-06-10 15:19:14.000000000,USD
ADJ0001675,TK0004409,T0040925,refund,3.43,other,2026-06-30 22:10:38.000000000,USD
ADJ0001676,TK0004410,T0040947,refund,2.58,trip_status_issue,2026-03-08 03:25:25.000000000,USD
ADJ0001677,TK0004410,T0040947,appeasement_credit,17.97,service_recovery,2026-03-08 03:40:25.000000000,USD
ADJ0001678,TK0004413,T0040968,refund,9.44,payment_issue,2026-01-16 19:28:50.000000000,USD
ADJ0001679,TK0004414,T0040969,refund,5.65,cancellation_issue,2026-03-22 15:23:12.000000000,USD
ADJ0001680,TK0004418,T0040991,refund,6.09,dropoff_issue,2026-01-31 14:35:41.000000000,USD
ADJ0001681,TK0004420,T0041028,refund,0.54,cancellation_issue,2026-04-04 18:20:01.000000000,USD
ADJ0001682,TK0004420,T0041028,appeasement_credit,9.45,service_recovery,2026-04-04 17:47:01.000000000,USD
ADJ0001683,TK0004427,T0041076,appeasement_credit,16.92,service_recovery,2026-04-15 09:14:17.000000000,USD
ADJ0001684,TK0004434,T0041129,appeasement_credit,11.69,service_recovery,2026-03-20 23:40:32.000000000,USD
ADJ0001685,TK0004439,T0041174,refund,8.58,cancellation_issue,2026-04-10 05:35:59.000000000,USD
ADJ0001686,TK0004440,T0041203,refund,7.12,payment_issue,2026-05-05 21:34:34.000000000,USD
ADJ0001687,TK0004442,T0041232,refund,3.73,cancellation_issue,2026-02-24 18:45:16.000000000,USD
ADJ0001688,TK0004444,T0041247,refund,5.47,pickup_issue,2026-06-24 19:48:33.000000000,USD
ADJ0001689,TK0004445,T0041263,refund,10.9,route_issue,2026-02-15 18:28:08.000000000,USD
ADJ0001690,TK0004447,T0041274,refund,6.01,route_issue,2026-03-25 08:07:11.000000000,USD
ADJ0001691,TK0004449,T0041289,refund,4.31,dropoff_issue,2026-02-28 04:09:09.000000000,USD
ADJ0001692,TK0004453,T0041309,refund,11.15,payment_issue,2026-04-01 02:05:14.000000000,USD
ADJ0001693,TK0004455,T0041334,refund,2.34,cancellation_issue,2026-06-16 18:14:00.000000000,USD
ADJ0001694,TK0004455,T0041334,appeasement_credit,4.83,service_recovery,2026-06-16 18:30:00.000000000,USD
ADJ0001695,TK0004456,T0041342,refund,7.37,cancellation_issue,2026-02-22 09:53:21.000000000,USD
ADJ0001696,TK0004457,T0041347,appeasement_credit,5.27,service_recovery,2026-05-01 04:24:48.000000000,USD
ADJ0001697,TK0004458,T0041364,refund,3.66,safety_concern,2026-06-29 21:21:29.000000000,USD
ADJ0001698,TK0004461,T0041392,refund,10.58,route_issue,2026-05-01 01:22:27.000000000,USD
ADJ0001699,TK0004461,T0041392,appeasement_credit,19.44,service_recovery,2026-05-01 01:18:27.000000000,USD
ADJ0001700,TK0004462,T0041396,refund,6.97,vehicle_access_issue,2026-04-02 16:56:09.000000000,USD
ADJ0001701,TK0004462,T0041396,appeasement_credit,12.53,service_recovery,2026-04-02 16:53:09.000000000,USD
ADJ0001702,TK0004464,T0041413,refund,7.95,pickup_issue,2026-02-19 17:27:36.000000000,USD
ADJ0001703,TK0004468,T0041444,appeasement_credit,6.99,service_recovery,2026-01-26 10:53:05.000000000,USD
ADJ0001704,TK0004469,T0041458,refund,1.15,trip_status_issue,2026-06-28 21:17:03.000000000,USD
ADJ0001705,TK0004469,T0041458,appeasement_credit,13.45,service_recovery,2026-06-28 21:39:03.000000000,USD
ADJ0001706,TK0004472,T0041497,refund,4.02,payment_issue,2026-03-26 19:45:29.000000000,USD
ADJ0001707,TK0004480,T0041544,refund,6.09,pickup_issue,2026-06-30 06:44:15.000000000,USD
ADJ0001708,TK0004485,T0041618,refund,2.53,cancellation_issue,2026-05-20 05:40:10.000000000,USD
ADJ0001709,TK0004486,T0041625,appeasement_credit,19.63,service_recovery,2026-02-25 23:55:17.000000000,USD
ADJ0001710,TK0004491,T0041697,appeasement_credit,16.76,service_recovery,2026-02-18 19:57:05.000000000,USD
ADJ0001711,TK0004494,T0041785,refund,2.01,pickup_issue,2026-03-20 04:37:45.000000000,USD
ADJ0001712,TK0004495,T0041832,refund,9.43,pickup_issue,2026-06-24 08:48:00.000000000,USD
ADJ0001713,TK0004501,T0041934,refund,7.61,cancellation_issue,2026-04-26 05:14:53.000000000,USD
ADJ0001714,TK0004503,T0041938,appeasement_credit,4.6,service_recovery,2026-04-28 12:55:37.000000000,USD
ADJ0001715,TK0004504,T0041951,refund,1.27,safety_concern,2026-04-11 06:23:26.000000000,USD
ADJ0001716,TK0004505,T0041956,refund,17.03,payment_issue,2026-06-19 19:33:01.000000000,USD
ADJ0001717,TK0004514,T0042041,refund,9.05,payment_issue,2026-02-08 13:29:10.000000000,USD
ADJ0001718,TK0004517,T0042077,refund,2.94,route_issue,2026-02-01 10:16:36.000000000,USD
ADJ0001719,TK0004518,T0042088,appeasement_credit,6.56,service_recovery,2026-04-22 02:34:48.000000000,USD
ADJ0001720,TK0004520,T0042130,refund,4.04,cancellation_issue,2026-06-17 04:22:12.000000000,USD
ADJ0001721,TK0004521,T0042132,refund,2.85,pickup_issue,2026-06-10 09:16:37.000000000,USD
ADJ0001722,TK0004523,T0042147,appeasement_credit,17.17,service_recovery,2026-04-20 20:54:57.000000000,USD
ADJ0001723,TK0004525,T0042161,refund,7.9,pickup_issue,2026-05-13 17:09:25.000000000,USD
ADJ0001724,TK0004525,T0042161,appeasement_credit,17.38,service_recovery,2026-05-13 17:20:25.000000000,USD
ADJ0001725,TK0004526,T0042169,appeasement_credit,7.03,service_recovery,2026-01-06 09:59:06.000000000,USD
ADJ0001726,TK0004527,T0042174,appeasement_credit,10.82,service_recovery,2026-01-29 11:00:25.000000000,USD
ADJ0001727,TK0004528,T0042178,appeasement_credit,13.79,service_recovery,2026-01-03 11:06:49.000000000,USD
ADJ0001728,TK0004529,T0042203,refund,3.6,route_issue,2026-02-21 01:31:12.000000000,USD
ADJ0001729,TK0004531,T0042238,refund,9.13,trip_status_issue,2026-05-24 18:03:05.000000000,USD
ADJ0001730,TK0004532,T0042254,refund,1.59,cancellation_issue,2026-06-24 14:07:49.000000000,USD
ADJ0001731,TK0004536,T0042277,refund,3.11,trip_status_issue,2026-01-04 23:54:42.000000000,USD
ADJ0001732,TK0004540,T0042304,refund,10.59,trip_status_issue,2026-02-05 02:48:32.000000000,USD
ADJ0001733,TK0004540,T0042304,appeasement_credit,17.39,service_recovery,2026-02-05 03:26:32.000000000,USD
ADJ0001734,TK0004542,T0042319,refund,3.01,cancellation_issue,2026-01-25 22:44:02.000000000,USD
ADJ0001735,TK0004543,T0042321,appeasement_credit,6.56,service_recovery,2026-02-02 17:27:52.000000000,USD
ADJ0001736,TK0004550,T0042426,refund,9.83,vehicle_access_issue,2026-04-14 11:51:51.000000000,USD
ADJ0001737,TK0004554,T0042460,refund,2.4,cancellation_issue,2026-05-22 05:39:52.000000000,USD
ADJ0001738,TK0004557,T0042472,refund,9.32,pickup_issue,2026-02-21 09:33:18.000000000,USD
ADJ0001739,TK0004558,T0042485,refund,15.05,payment_issue,2026-01-23 05:48:21.000000000,USD
ADJ0001740,TK0004559,T0042486,refund,2.82,cancellation_issue,2026-03-06 01:19:45.000000000,USD
ADJ0001741,TK0004560,T0042487,refund,5.03,other,2026-03-01 09:29:18.000000000,USD
ADJ0001742,TK0004561,T0042491,refund,19.48,payment_issue,2026-05-02 15:41:08.000000000,USD
ADJ0001743,TK0004563,T0042500,refund,3.93,cancellation_issue,2026-01-22 07:35:50.000000000,USD
ADJ0001744,TK0004563,T0042500,appeasement_credit,17.25,service_recovery,2026-01-22 07:18:50.000000000,USD
ADJ0001745,TK0004566,T0042553,refund,1.57,vehicle_access_issue,2026-04-27 14:44:41.000000000,USD
ADJ0001746,TK0004567,T0042561,refund,1.0,trip_status_issue,2026-03-20 07:37:42.000000000,USD
ADJ0001747,TK0004567,T0042561,appeasement_credit,11.72,service_recovery,2026-03-20 07:53:42.000000000,USD
ADJ0001748,TK0004570,T0042579,appeasement_credit,14.95,service_recovery,2026-05-04 22:19:58.000000000,USD
ADJ0001749,TK0004573,T0042604,refund,1.67,safety_concern,2026-01-26 04:18:21.000000000,USD
ADJ0001750,TK0004573,T0042604,appeasement_credit,17.68,service_recovery,2026-01-26 04:04:21.000000000,USD
ADJ0001751,TK0004575,T0042622,refund,1.95,pickup_issue,2026-02-18 15:45:13.000000000,USD
ADJ0001752,TK0004579,T0042653,refund,5.4,trip_status_issue,2026-05-16 11:25:17.000000000,USD
ADJ0001753,TK0004582,T0042676,refund,4.88,cancellation_issue,2026-03-19 08:55:01.000000000,USD
ADJ0001754,TK0004585,T0042726,refund,4.54,trip_status_issue,2026-06-17 19:45:09.000000000,USD
ADJ0001755,TK0004587,T0042738,appeasement_credit,6.54,service_recovery,2026-03-02 16:41:10.000000000,USD
ADJ0001756,TK0004588,T0042739,refund,4.56,dropoff_issue,2026-04-12 17:28:04.000000000,USD
ADJ0001757,TK0004591,T0042773,refund,7.72,trip_status_issue,2026-03-01 14:37:48.000000000,USD
ADJ0001758,TK0004601,T0042850,appeasement_credit,19.59,service_recovery,2026-01-25 17:15:15.000000000,USD
ADJ0001759,TK0004603,T0042890,refund,0.69,pickup_issue,2026-05-26 16:16:34.000000000,USD
ADJ0001760,TK0004605,T0042924,refund,15.86,trip_status_issue,2026-03-02 03:20:07.000000000,USD
ADJ0001761,TK0004605,T0042924,appeasement_credit,11.45,service_recovery,2026-03-02 03:58:07.000000000,USD
ADJ0001762,TK0004618,T0043027,refund,11.94,dropoff_issue,2026-03-13 01:18:46.000000000,USD
ADJ0001763,TK0004622,T0043100,refund,11.06,cancellation_issue,2026-01-31 02:40:15.000000000,USD
ADJ0001764,TK0004624,T0043132,refund,13.48,payment_issue,2026-01-12 17:34:17.000000000,USD
ADJ0001765,TK0004625,T0043146,refund,3.97,payment_issue,2026-03-08 16:07:03.000000000,USD
ADJ0001766,TK0004628,T0043162,refund,6.98,payment_issue,2026-05-13 01:25:09.000000000,USD
ADJ0001767,TK0004628,T0043162,appeasement_credit,9.37,service_recovery,2026-05-13 01:38:09.000000000,USD
ADJ0001768,TK0004629,T0043164,refund,2.98,cancellation_issue,2026-04-04 02:39:48.000000000,USD
ADJ0001769,TK0004631,T0043175,refund,2.32,cancellation_issue,2026-01-08 12:43:40.000000000,USD
ADJ0001770,TK0004632,T0043177,refund,10.9,vehicle_access_issue,2026-06-12 21:06:57.000000000,USD
ADJ0001771,TK0004632,T0043177,appeasement_credit,18.2,service_recovery,2026-06-12 20:56:57.000000000,USD
ADJ0001772,TK0004633,T0043179,appeasement_credit,12.63,service_recovery,2026-01-21 11:18:23.000000000,USD
ADJ0001773,TK0004634,T0043188,refund,1.07,cancellation_issue,2026-02-12 02:01:34.000000000,USD
ADJ0001774,TK0004641,T0043261,refund,5.1,payment_issue,2026-05-24 10:30:04.000000000,USD
ADJ0001775,TK0004643,T0043275,refund,8.65,trip_status_issue,2026-01-19 02:32:30.000000000,USD
ADJ0001776,TK0004657,T0043387,appeasement_credit,4.54,service_recovery,2026-05-18 21:29:28.000000000,USD
ADJ0001777,TK0004658,T0043389,refund,0.44,pickup_issue,2026-02-22 04:06:27.000000000,USD
ADJ0001778,TK0004659,T0043390,refund,2.19,vehicle_access_issue,2026-04-19 10:48:49.000000000,USD
ADJ0001779,TK0004660,T0043391,refund,4.46,dropoff_issue,2026-03-13 06:50:40.000000000,USD
ADJ0001780,TK0004661,T0043395,refund,2.69,vehicle_access_issue,2026-02-12 12:49:10.000000000,USD
ADJ0001781,TK0004663,T0043417,appeasement_credit,12.62,service_recovery,2026-03-04 05:54:23.000000000,USD
ADJ0001782,TK0004665,T0043421,refund,5.69,vehicle_access_issue,2026-02-21 01:31:24.000000000,USD
ADJ0001783,TK0004666,T0043427,refund,13.82,payment_issue,2026-01-12 19:01:22.000000000,USD
ADJ0001784,TK0004668,T0043436,refund,6.1,cancellation_issue,2026-05-31 03:12:33.000000000,USD
ADJ0001785,TK0004669,T0043437,appeasement_credit,15.99,service_recovery,2026-04-08 03:41:36.000000000,USD
ADJ0001786,TK0004675,T0043476,refund,1.46,cancellation_issue,2026-01-07 12:37:07.000000000,USD
ADJ0001787,TK0004676,T0043478,refund,3.01,trip_status_issue,2026-03-28 01:42:26.000000000,USD
ADJ0001788,TK0004678,T0043504,refund,12.61,payment_issue,2026-02-19 18:46:48.000000000,USD
ADJ0001789,TK0004680,T0043512,refund,5.4,payment_issue,2026-03-01 02:45:44.000000000,USD
ADJ0001790,TK0004687,T0043582,appeasement_credit,10.58,service_recovery,2026-03-28 21:42:39.000000000,USD
ADJ0001791,TK0004688,T0043584,appeasement_credit,9.15,service_recovery,2026-03-22 15:15:45.000000000,USD
ADJ0001792,TK0004693,T0043641,appeasement_credit,4.31,service_recovery,2026-06-21 21:47:17.000000000,USD
ADJ0001793,TK0004694,T0043649,appeasement_credit,12.59,service_recovery,2026-05-28 14:54:46.000000000,USD
ADJ0001794,TK0004699,T0043669,refund,6.71,trip_status_issue,2026-03-12 22:57:48.000000000,USD
ADJ0001795,TK0004711,T0043783,refund,8.69,payment_issue,2026-03-12 04:12:00.000000000,USD
ADJ0001796,TK0004712,T0043786,refund,4.91,route_issue,2026-04-21 14:00:29.000000000,USD
ADJ0001797,TK0004714,T0043803,appeasement_credit,10.67,service_recovery,2026-04-16 09:02:09.000000000,USD
ADJ0001798,TK0004715,T0043807,refund,4.22,payment_issue,2026-06-14 15:00:35.000000000,USD
ADJ0001799,TK0004721,T0043881,refund,1.99,payment_issue,2026-06-29 13:11:53.000000000,USD
ADJ0001800,TK0004731,T0044005,refund,2.28,pickup_issue,2026-02-03 01:48:09.000000000,USD
ADJ0001801,TK0004731,T0044005,appeasement_credit,19.3,service_recovery,2026-02-03 01:15:09.000000000,USD
ADJ0001802,TK0004732,T0044009,refund,8.62,trip_status_issue,2026-06-12 06:58:16.000000000,USD
