rider_id,signup_date,home_city,customer_segment
R001430,2025-07-30,Lakewood,Regular
R001431,2024-12-10,Hillview,Regular
R001432,2024-05-15,Lakewood,Occasional
R001433,2024-05-05,Lakewood,Regular
R001434,2025-02-15,Lakewood,Occasional
R001435,2024-08-21,Riverton,Occasional
R001436,2024-03-15,Lakewood,Frequent
R001437,2024-11-08,Hillview,Regular
R001438,2025-04-22,Metroville,Occasional
R001439,2024-08-21,Riverton,Occasional
R001440,2025-11-30,Hillview,Frequent
R001441,2025-07-24,Riverton,Frequent
R001442,2025-01-10,Metroville,Occasional
R001443,2025-11-15,Riverton,Occasional
R001444,2024-11-12,Metroville,Regular
R001445,2024-04-12,Metroville,Occasional
R001446,2024-01-27,Riverton,Regular
R001447,2025-11-17,Riverton,Occasional
R001448,2025-12-03,Metroville,Occasional
R001449,2025-06-25,Hillview,Regular
R001450,2024-03-16,Lakewood,Occasional
R001451,2024-08-02,Hillview,Regular
R001452,2024-01-31,Riverton,Occasional
R001453,2024-02-07,Hillview,Regular
R001454,2024-06-29,Hillview,Frequent
R001455,2025-02-22,Hillview,Regular
R001456,2024-02-17,Riverton,Regular
R001457,2025-12-21,Metroville,Regular
R001458,2024-11-29,Lakewood,Frequent
R001459,2024-07-12,Riverton,Regular
R001460,2025-01-12,Metroville,Occasional
R001461,2025-08-01,Hillview,Occasional
R001462,2024-08-16,Metroville,Regular
R001463,2024-02-04,Hillview,Regular
R001464,2024-02-07,Lakewood,Occasional
R001465,2025-09-15,Hillview,Regular
R001466,2024-03-22,Hillview,Regular
R001467,2025-04-10,Lakewood,Occasional
R001468,2024-10-08,Riverton,Regular
R001469,2025-07-23,Metroville,Occasional
R001470,2024-02-14,Riverton,Regular
R001471,2025-10-19,Riverton,Regular
R001472,2025-05-26,Metroville,Frequent
R001473,2024-11-24,Metroville,Regular
R001474,2024-05-31,Lakewood,Occasional
R001475,2025-12-16,Metroville,Regular
R001476,2024-08-09,Riverton,Frequent
R001477,2024-12-25,Metroville,Occasional
R001478,2024-10-15,Hillview,Occasional
R001479,2024-06-17,Hillview,Occasional
R001480,2024-10-31,Hillview,Regular
R001481,2024-04-20,Lakewood,Occasional
R001482,2024-01-02,Metroville,Occasional
R001483,2024-07-31,Riverton,Regular
R001484,2024-03-23,Riverton,Frequent
R001485,2024-10-30,Hillview,Occasional
R001486,2025-09-23,Lakewood,Regular
R001487,2024-04-29,Metroville,Frequent
R001488,2024-01-01,Hillview,Frequent
R001489,2024-03-22,Hillview,Occasional
R001490,2025-01-06,Metroville,Occasional
R001491,2024-07-20,Riverton,Occasional
R001492,2024-12-24,Metroville,Occasional
R001493,2024-01-22,Lakewood,Regular
R001494,2024-08-31,Lakewood,Regular
R001495,2024-10-27,Lakewood,Regular
R001496,2024-11-11,Metroville,Regular
R001497,2025-02-07,Metroville,Frequent
R001498,2025-07-25,Lakewood,Regular
R001499,2024-12-08,Metroville,Regular
R001500,2025-09-07,Lakewood,Occasional
R001501,2025-01-22,Lakewood,Frequent
R001502,2024-07-09,Riverton,Regular
R001503,2024-06-16,Riverton,Occasional
R001504,2024-08-24,Metroville,Occasional
R001505,2025-03-13,Metroville,Regular
R001506,2024-06-26,Hillview,Occasional
R001507,2025-10-31,Hillview,Regular
R001508,2024-12-17,Hillview,Occasional
R001509,2025-09-23,Hillview,Regular
R001510,2025-05-15,Riverton,Occasional
R001511,2024-09-01,Hillview,Regular
R001512,2024-06-16,Lakewood,Frequent
R001513,2025-06-28,Riverton,Occasional
R001514,2024-08-30,Hillview,Occasional
R001515,2024-06-29,Riverton,Occasional
R001516,2025-11-12,Lakewood,Occasional
R001517,2024-12-19,Lakewood,Regular
R001518,2024-02-05,Metroville,Occasional
R001519,2024-12-28,Lakewood,Occasional
R001520,2024-12-03,Hillview,Regular
R001521,2025-09-24,Riverton,Frequent
R001522,2025-06-04,Metroville,Occasional
R001523,2024-05-20,Riverton,Frequent
R001524,2024-04-20,Lakewood,Frequent
R001525,2025-03-17,Lakewood,Regular
R001526,2024-02-04,Lakewood,Regular
R001527,2024-08-21,Lakewood,Regular
R001528,2024-04-11,Riverton,Occasional
R001529,2024-01-16,Riverton,Frequent
R001530,2025-11-03,Riverton,Frequent
R001531,2024-03-06,Lakewood,Occasional
R001532,2024-01-07,Riverton,Occasional
R001533,2025-11-13,Metroville,Occasional
R001534,2024-05-17,Lakewood,Regular
R001535,2025-08-20,Lakewood,Frequent
R001536,2024-01-23,Riverton,Occasional
R001537,2024-04-22,Hillview,Regular
R001538,2024-03-21,Metroville,Frequent
R001539,2025-05-31,Hillview,Occasional
R001540,2025-03-29,Metroville,Regular
R001541,2024-12-14,Lakewood,Occasional
R001542,2024-06-25,Hillview,Occasional
R001543,2024-03-06,Riverton,Regular
R001544,2025-02-20,Hillview,Occasional
R001545,2024-06-17,Riverton,Regular
R001546,2025-03-08,Metroville,Occasional
R001547,2025-05-18,Hillview,Frequent
R001548,2025-09-13,Hillview,Regular
R001549,2024-12-27,Lakewood,Frequent
R001550,2024-01-04,Metroville,Regular
R001551,2024-07-24,Metroville,Regular
R001552,2025-09-16,Hillview,Occasional
R001553,2025-01-25,Hillview,Occasional
R001554,2025-03-29,Hillview,Regular
R001555,2024-12-01,Lakewood,Regular
R001556,2024-04-29,Metroville,Regular
R001557,2025-10-18,Lakewood,Occasional
R001558,2025-07-19,Lakewood,Occasional
R001559,2025-12-29,Metroville,Occasional
R001560,2025-09-18,Metroville,Occasional
R001561,2024-08-01,Metroville,Regular
R001562,2024-07-05,Metroville,Regular
R001563,2024-06-30,Riverton,Regular
R001564,2025-11-03,Lakewood,Occasional
R001565,2025-02-11,Lakewood,Regular
R001566,2024-11-28,Lakewood,Occasional
R001567,2025-12-09,Hillview,Occasional
R001568,2025-03-17,Riverton,Frequent
R001569,2025-10-27,Riverton,Regular
R001570,2025-12-21,Riverton,Occasional
R001571,2024-02-28,Riverton,Occasional
R001572,2024-09-21,Riverton,Occasional
R001573,2025-06-21,Lakewood,Regular
R001574,2025-08-18,Lakewood,Occasional
R001575,2024-04-18,Lakewood,Regular
R001576,2024-08-21,Lakewood,Occasional
R001577,2025-02-05,Metroville,Regular
R001578,2025-08-08,Lakewood,Regular
R001579,2024-03-23,Lakewood,Frequent
R001580,2025-03-15,Lakewood,Occasional
R001581,2024-08-04,Lakewood,Occasional
R001582,2024-06-07,Metroville,Occasional
R001583,2025-01-12,Metroville,Occasional
R001584,2024-10-30,Lakewood,Occasional
R001585,2025-04-10,Riverton,Occasional
R001586,2024-08-20,Metroville,Frequent
R001587,2025-08-25,Metroville,Frequent
R001588,2024-02-27,Metroville,Regular
R001589,2025-09-22,Lakewood,Occasional
R001590,2024-01-22,Metroville,Regular
R001591,2025-06-22,Lakewood,Regular
R001592,2024-09-10,Lakewood,Regular
R001593,2024-10-07,Hillview,Occasional
R001594,2024-01-14,Riverton,Frequent
R001595,2025-05-28,Metroville,Occasional
R001596,2024-05-01,Lakewood,Occasional
R001597,2025-04-27,Riverton,Occasional
R001598,2025-06-14,Metroville,Occasional
R001599,2025-09-10,Hillview,Frequent
R001600,2025-06-02,Lakewood,Regular
R001601,2024-08-08,Metroville,Frequent
R001602,2025-06-24,Metroville,Frequent
R001603,2025-08-27,Hillview,Regular
R001604,2024-08-20,Hillview,Frequent
R001605,2024-03-31,Hillview,Frequent
R001606,2025-10-13,Metroville,Occasional
R001607,2024-04-18,Riverton,Occasional
R001608,2025-03-10,Metroville,Occasional
R001609,2024-06-21,Lakewood,Regular
R001610,2024-04-02,Riverton,Regular
R001611,2025-07-22,Hillview,Occasional
R001612,2024-04-15,Lakewood,Frequent
R001613,2025-05-05,Lakewood,Regular
R001614,2025-05-22,Metroville,Occasional
R001615,2024-02-14,Lakewood,Regular
R001616,2024-05-06,Metroville,Frequent
R001617,2025-08-04,Hillview,Occasional
R001618,2025-01-06,Metroville,Occasional
R001619,2024-03-29,Riverton,Regular
R001620,2025-12-26,Metroville,Occasional
R001621,2024-07-12,Lakewood,Occasional
R001622,2024-01-03,Metroville,Frequent
R001623,2025-11-07,Lakewood,Occasional
R001624,2024-01-13,Lakewood,Occasional
R001625,2025-02-09,Riverton,Frequent
R001626,2025-12-27,Hillview,Regular
R001627,2025-02-26,Metroville,Occasional
R001628,2025-03-03,Lakewood,Occasional
R001629,2024-10-11,Hillview,Occasional
R001630,2024-04-02,Metroville,Occasional
R001631,2025-02-23,Hillview,Frequent
R001632,2025-10-18,Hillview,Occasional
R001633,2024-03-07,Hillview,Occasional
R001634,2025-10-06,Lakewood,Regular
R001635,2024-10-30,Riverton,Frequent
R001636,2025-01-27,Lakewood,Regular
R001637,2024-05-01,Lakewood,Occasional
R001638,2025-03-31,Hillview,Occasional
R001639,2024-05-13,Metroville,Frequent
R001640,2024-07-18,Riverton,Regular
R001641,2025-06-12,Lakewood,Frequent
R001642,2024-02-06,Metroville,Occasional
R001643,2024-11-23,Riverton,Regular
R001644,2025-03-11,Riverton,Frequent
R001645,2024-04-06,Lakewood,Occasional
R001646,2024-08-03,Hillview,Occasional
R001647,2024-09-08,Lakewood,Occasional
R001648,2025-04-30,Hillview,Regular
R001649,2025-12-15,Riverton,Occasional
R001650,2025-09-04,Riverton,Occasional
R001651,2024-05-18,Metroville,Regular
R001652,2024-01-14,Lakewood,Regular
R001653,2024-02-07,Hillview,Occasional
R001654,2025-03-12,Metroville,Frequent
R001655,2024-04-24,Lakewood,Occasional
R001656,2024-06-18,Riverton,Regular
R001657,2025-09-12,Riverton,Regular
R001658,2025-10-01,Hillview,Regular
R001659,2025-09-06,Riverton,Regular
R001660,2024-07-04,Hillview,Regular
R001661,2025-03-29,Lakewood,Regular
R001662,2025-03-23,Riverton,Frequent
R001663,2024-05-15,Hillview,Frequent
R001664,2025-02-09,Riverton,Frequent
R001665,2025-01-19,Metroville,Regular
R001666,2024-10-16,Lakewood,Regular
R001667,2025-07-04,Lakewood,Occasional
R001668,2025-05-11,Riverton,Regular
R001669,2025-01-24,Lakewood,Occasional
R001670,2025-06-15,Riverton,Occasional
R001671,2025-07-12,Hillview,Frequent
R001672,2025-02-18,Metroville,Regular
R001673,2024-07-14,Riverton,Occasional
R001674,2025-07-09,Lakewood,Regular
R001675,2025-06-09,Metroville,Occasional
R001676,2025-12-20,Lakewood,Frequent
R001677,2024-04-19,Lakewood,Occasional
R001678,2024-11-02,Riverton,Regular
R001679,2025-11-07,Lakewood,Regular
R001680,2025-01-11,Metroville,Regular
R001681,2025-11-20,Lakewood,Occasional
R001682,2024-01-10,Hillview,Regular
R001683,2024-01-26,Lakewood,Regular
R001684,2025-08-05,Metroville,Occasional
R001685,2024-09-19,Hillview,Occasional
R001686,2025-01-15,Metroville,Regular
R001687,2024-11-09,Metroville,Occasional
R001688,2024-10-25,Lakewood,Occasional
R001689,2025-11-18,Riverton,Regular
R001690,2024-03-09,Hillview,Regular
R001691,2025-07-19,Metroville,Frequent
R001692,2025-10-13,Riverton,Frequent
R001693,2025-04-26,Riverton,Regular
R001694,2024-10-16,Hillview,Occasional
R001695,2024-04-27,Hillview,Occasional
R001696,2025-05-14,Riverton,Occasional
R001697,2024-12-09,Metroville,Regular
R001698,2024-04-19,Metroville,Regular
R001699,2024-09-20,Hillview,Frequent
R001700,2025-12-04,Lakewood,Occasional
R001701,2024-07-13,Lakewood,Occasional
R001702,2024-05-10,Hillview,Regular
R001703,2025-05-14,Hillview,Occasional
R001704,2024-05-26,Riverton,Occasional
R001705,2025-11-04,Hillview,Occasional
R001706,2025-09-20,Metroville,Occasional
R001707,2025-12-20,Riverton,Occasional
R001708,2025-10-30,Hillview,Regular
R001709,2024-06-27,Metroville,Frequent
R001710,2024-06-04,Metroville,Frequent
R001711,2024-09-07,Riverton,Occasional
R001712,2024-12-09,Lakewood,Occasional
R001713,2025-10-06,Metroville,Frequent
R001714,2025-06-20,Metroville,Frequent
R001715,2025-04-16,Metroville,Frequent
R001716,2025-10-04,Metroville,Regular
R001717,2025-04-17,Hillview,Frequent
R001718,2024-10-04,Riverton,Regular
R001719,2024-10-29,Riverton,Occasional
R001720,2025-01-13,Metroville,Occasional
R001721,2024-03-05,Lakewood,Frequent
R001722,2025-06-26,Metroville,Frequent
R001723,2025-04-22,Hillview,Regular
R001724,2025-06-19,Hillview,Regular
R001725,2025-01-25,Lakewood,Occasional
R001726,2025-07-27,Hillview,Regular
R001727,2025-11-26,Metroville,Occasional
R001728,2025-02-21,Metroville,Occasional
R001729,2024-11-21,Riverton,Occasional
R001730,2024-03-17,Lakewood,Regular
R001731,2025-07-23,Hillview,Frequent
R001732,2025-10-23,Metroville,Frequent
R001733,2025-05-27,Riverton,Occasional
R001734,2025-09-25,Metroville,Occasional
R001735,2025-09-22,Metroville,Occasional
R001736,2025-08-07,Lakewood,Occasional
R001737,2025-01-03,Hillview,Regular
R001738,2024-03-14,Lakewood,Regular
R001739,2024-01-03,Riverton,Occasional
R001740,2024-05-29,Metroville,Frequent
R001741,2024-11-11,Metroville,Regular
R001742,2025-06-28,Metroville,Occasional
R001743,2024-11-29,Riverton,Regular
R001744,2024-01-17,Metroville,Occasional
R001745,2024-06-02,Metroville,Regular
R001746,2025-12-17,Riverton,Regular
R001747,2025-12-24,Lakewood,Occasional
R001748,2024-10-03,Lakewood,Regular
R001749,2025-08-12,Metroville,Frequent
R001750,2025-06-10,Lakewood,Regular
R001751,2025-11-12,Riverton,Regular
R001752,2025-10-11,Metroville,Frequent
R001753,2025-04-05,Riverton,Frequent
R001754,2024-10-15,Metroville,Frequent
R001755,2025-04-03,Hillview,Occasional
R001756,2024-08-21,Hillview,Occasional
R001757,2024-09-11,Metroville,Regular
R001758,2025-03-21,Lakewood,Frequent
R001759,2025-02-22,Lakewood,Regular
R001760,2025-03-01,Hillview,Frequent
R001761,2024-10-08,Lakewood,Regular
R001762,2024-10-26,Riverton,Occasional
R001763,2024-01-08,Metroville,Frequent
R001764,2025-03-16,Metroville,Frequent
R001765,2025-02-25,Riverton,Regular
R001766,2025-11-15,Riverton,Regular
R001767,2025-01-04,Hillview,Occasional
R001768,2024-12-08,Hillview,Regular
R001769,2024-02-19,Riverton,Occasional
R001770,2024-05-24,Lakewood,Regular
R001771,2024-09-04,Hillview,Regular
R001772,2024-10-03,Riverton,Occasional
R001773,2024-09-22,Hillview,Occasional
R001774,2024-10-15,Hillview,Occasional
R001775,2025-07-16,Lakewood,Regular
R001776,2024-04-05,Riverton,Occasional
R001777,2024-08-31,Riverton,Regular
R001778,2024-04-29,Metroville,Regular
R001779,2024-08-13,Riverton,Occasional
R001780,2025-05-16,Lakewood,Regular
R001781,2024-02-04,Lakewood,Regular
R001782,2024-09-05,Metroville,Regular
R001783,2024-01-18,Riverton,Occasional
R001784,2025-11-29,Riverton,Regular
R001785,2025-06-16,Lakewood,Regular
R001786,2024-06-27,Metroville,Regular
R001787,2024-05-25,Lakewood,Occasional
R001788,2024-03-13,Metroville,Regular
R001789,2024-12-12,Metroville,Frequent
R001790,2025-07-05,Lakewood,Frequent
R001791,2025-03-03,Hillview,Frequent
R001792,2025-10-06,Lakewood,Occasional
R001793,2024-09-08,Lakewood,Regular
R001794,2024-07-22,Hillview,Occasional
R001795,2024-12-15,Lakewood,Regular
R001796,2024-05-27,Hillview,Regular
R001797,2025-12-15,Metroville,Regular
R001798,2024-05-15,Lakewood,Frequent
R001799,2024-12-16,Metroville,Frequent
R001800,2025-01-17,Lakewood,Occasional
R001801,2024-02-11,Hillview,Frequent
R001802,2024-12-08,Riverton,Frequent
R001803,2024-11-28,Riverton,Regular
R001804,2024-07-08,Metroville,Occasional
R001805,2024-04-03,Hillview,Occasional
R001806,2024-02-03,Lakewood,Occasional
R001807,2024-01-07,Metroville,Occasional
R001808,2024-12-18,Hillview,Occasional
R001809,2024-03-06,Lakewood,Occasional
R001810,2025-12-03,Lakewood,Regular
R001811,2024-06-28,Metroville,Regular
R001812,2025-04-22,Metroville,Occasional
R001813,2025-05-07,Riverton,Frequent
R001814,2024-12-28,Lakewood,Occasional
R001815,2025-10-08,Hillview,Occasional
R001816,2024-03-22,Metroville,Regular
R001817,2024-06-20,Riverton,Regular
R001818,2024-07-03,Riverton,Occasional
R001819,2024-04-09,Riverton,Regular
R001820,2024-08-03,Lakewood,Occasional
R001821,2024-08-16,Lakewood,Occasional
R001822,2025-07-13,Riverton,Regular
R001823,2024-08-08,Hillview,Occasional
R001824,2025-10-03,Metroville,Frequent
R001825,2025-07-19,Lakewood,Regular
R001826,2025-10-22,Riverton,Occasional
R001827,2024-03-18,Metroville,Regular
R001828,2025-12-21,Metroville,Regular
R001829,2025-03-25,Hillview,Occasional
R001830,2025-12-20,Metroville,Frequent
R001831,2024-09-16,Metroville,Regular
R001832,2025-11-28,Riverton,Occasional
R001833,2025-03-06,Metroville,Regular
R001834,2024-02-22,Metroville,Frequent
R001835,2024-10-27,Metroville,Occasional
R001836,2024-04-10,Metroville,Occasional
R001837,2025-11-20,Lakewood,Regular
R001838,2024-08-10,Hillview,Regular
R001839,2024-06-11,Metroville,Occasional
R001840,2025-02-08,Lakewood,Frequent
R001841,2024-11-07,Riverton,Occasional
R001842,2024-03-11,Metroville,Frequent
R001843,2025-08-20,Lakewood,Frequent
R001844,2025-09-11,Lakewood,Occasional
R001845,2025-06-27,Metroville,Regular
R001846,2025-03-27,Lakewood,Occasional
R001847,2024-10-21,Metroville,Regular
R001848,2025-02-01,Hillview,Regular
R001849,2025-01-16,Hillview,Regular
R001850,2024-05-01,Hillview,Regular
R001851,2024-02-29,Metroville,Occasional
R001852,2024-07-04,Riverton,Occasional
R001853,2024-11-28,Lakewood,Occasional
R001854,2024-04-27,Metroville,Regular
R001855,2024-03-19,Hillview,Frequent
R001856,2025-09-15,Riverton,Regular
R001857,2024-10-01,Metroville,Occasional
R001858,2025-03-03,Hillview,Frequent
R001859,2025-01-18,Metroville,Occasional
R001860,2025-06-22,Lakewood,Frequent
R001861,2025-06-25,Metroville,Occasional
R001862,2024-08-04,Metroville,Occasional
R001863,2025-09-12,Hillview,Frequent
R001864,2024-09-28,Lakewood,Regular
R001865,2025-09-03,Metroville,Frequent
R001866,2024-10-23,Riverton,Regular
R001867,2024-03-22,Hillview,Occasional
R001868,2025-07-10,Hillview,Occasional
R001869,2024-01-23,Hillview,Occasional
R001870,2025-07-19,Hillview,Regular
R001871,2024-02-01,Riverton,Occasional
R001872,2024-05-31,Metroville,Occasional
R001873,2025-03-17,Hillview,Occasional
R001874,2025-11-20,Metroville,Regular
R001875,2024-10-26,Metroville,Occasional
R001876,2024-03-29,Lakewood,Occasional
R001877,2024-06-19,Metroville,Occasional
R001878,2025-10-17,Riverton,Frequent
R001879,2025-06-15,Hillview,Regular
R001880,2024-03-14,Lakewood,Occasional
R001881,2024-10-08,Lakewood,Regular
R001882,2024-07-12,Lakewood,Regular
R001883,2024-05-10,Riverton,Regular
R001884,2025-09-11,Metroville,Occasional
R001885,2025-03-28,Metroville,Occasional
R001886,2024-05-11,Riverton,Frequent
R001887,2025-04-21,Lakewood,Occasional
R001888,2024-10-29,Lakewood,Regular
R001889,2024-02-15,Metroville,Occasional
R001890,2024-11-25,Metroville,Occasional
R001891,2024-05-15,Riverton,Regular
R001892,2024-06-28,Lakewood,Occasional
R001893,2025-10-05,Lakewood,Occasional
R001894,2025-06-03,Hillview,Regular
R001895,2024-04-08,Riverton,Occasional
R001896,2025-09-15,Metroville,Frequent
R001897,2025-02-24,Riverton,Regular
R001898,2025-10-02,Metroville,Frequent
R001899,2025-06-30,Metroville,Frequent
R001900,2024-09-05,Riverton,Occasional
R001901,2025-01-26,Metroville,Frequent
R001902,2025-01-23,Metroville,Frequent
R001903,2025-06-10,Hillview,Regular
R001904,2024-06-30,Riverton,Regular
R001905,2024-08-31,Hillview,Occasional
R001906,2024-06-28,Hillview,Occasional
R001907,2024-08-04,Metroville,Occasional
R001908,2024-04-28,Riverton,Occasional
R001909,2024-01-27,Lakewood,Regular
R001910,2025-11-19,Riverton,Regular
R001911,2024-02-24,Metroville,Occasional
R001912,2025-10-12,Metroville,Occasional
R001913,2024-01-03,Metroville,Occasional
R001914,2025-07-23,Riverton,Frequent
R001915,2024-08-28,Metroville,Frequent
R001916,2025-01-13,Lakewood,Occasional
R001917,2024-07-25,Hillview,Frequent
R001918,2024-12-25,Riverton,Frequent
R001919,2024-11-26,Lakewood,Frequent
R001920,2025-01-22,Metroville,Frequent
R001921,2024-10-14,Hillview,Regular
R001922,2025-01-27,Lakewood,Occasional
R001923,2025-08-27,Lakewood,Frequent
R001924,2024-11-14,Hillview,Frequent
R001925,2024-09-21,Metroville,Occasional
R001926,2024-04-06,Lakewood,Regular
R001927,2024-09-20,Metroville,Regular
R001928,2024-04-01,Metroville,Regular
R001929,2024-05-13,Lakewood,Regular
R001930,2025-11-28,Riverton,Occasional
R001931,2024-03-06,Metroville,Regular
R001932,2024-12-18,Riverton,Occasional
R001933,2025-09-02,Riverton,Occasional
R001934,2025-11-28,Hillview,Regular
R001935,2024-04-17,Metroville,Occasional
R001936,2024-04-29,Riverton,Occasional
R001937,2024-09-29,Metroville,Occasional
R001938,2025-02-09,Riverton,Regular
R001939,2025-12-03,Lakewood,Occasional
R001940,2024-06-01,Riverton,Occasional
R001941,2024-04-30,Metroville,Regular
R001942,2024-07-04,Riverton,Regular
R001943,2025-10-02,Metroville,Regular
R001944,2024-01-22,Metroville,Regular
R001945,2024-10-05,Riverton,Occasional
R001946,2024-03-28,Metroville,Occasional
R001947,2024-04-24,Riverton,Occasional
R001948,2025-11-02,Riverton,Regular
R001949,2024-01-02,Riverton,Regular
R001950,2024-08-23,Riverton,Regular
R001951,2025-11-01,Riverton,Frequent
R001952,2025-03-21,Hillview,Occasional
R001953,2024-02-22,Metroville,Frequent
R001954,2024-12-06,Lakewood,Regular
R001955,2025-12-11,Riverton,Regular
R001956,2024-10-20,Metroville,Regular
R001957,2025-01-21,Metroville,Regular
R001958,2025-01-24,Metroville,Occasional
R001959,2025-04-28,Lakewood,Occasional
R001960,2024-05-17,Lakewood,Occasional
R001961,2025-09-06,Riverton,Occasional
R001962,2025-12-24,Riverton,Occasional
R001963,2024-04-14,Riverton,Occasional
R001964,2025-08-22,Metroville,Frequent
R001965,2025-08-20,Riverton,Occasional
R001966,2025-06-26,Riverton,Frequent
R001967,2024-09-28,Metroville,Regular
R001968,2024-12-09,Metroville,Occasional
R001969,2025-09-06,Metroville,Occasional
R001970,2024-04-21,Hillview,Occasional
R001971,2025-08-29,Metroville,Occasional
R001972,2025-11-04,Metroville,Occasional
R001973,2025-05-14,Metroville,Frequent
R001974,2024-09-06,Metroville,Occasional
R001975,2025-02-13,Lakewood,Regular
R001976,2024-02-06,Riverton,Regular
R001977,2025-11-13,Lakewood,Regular
R001978,2024-09-07,Hillview,Frequent
R001979,2024-02-11,Metroville,Occasional
R001980,2025-08-04,Lakewood,Occasional
R001981,2025-04-26,Riverton,Frequent
R001982,2025-03-31,Riverton,Frequent
R001983,2024-02-09,Hillview,Regular
R001984,2025-07-03,Metroville,Regular
R001985,2025-04-11,Lakewood,Occasional
R001986,2025-08-03,Riverton,Regular
R001987,2025-08-28,Metroville,Occasional
R001988,2024-06-04,Riverton,Regular
R001989,2024-06-03,Metroville,Frequent
R001990,2025-11-07,Metroville,Occasional
R001991,2025-01-23,Riverton,Regular
R001992,2024-11-16,Riverton,Regular
R001993,2024-07-29,Hillview,Occasional
R001994,2025-04-12,Hillview,Regular
R001995,2025-07-05,Metroville,Regular
R001996,2024-01-02,Riverton,Occasional
R001997,2025-02-08,Hillview,Occasional
R001998,2025-12-28,Metroville,Occasional
R001999,2024-07-24,Lakewood,Occasional
R002000,2024-07-24,Hillview,Regular
R002001,2025-10-04,Metroville,Regular
R002002,2024-02-15,Hillview,Occasional
R002003,2024-10-17,Lakewood,Regular
R002004,2024-12-01,Hillview,Occasional
R002005,2025-08-07,Riverton,Frequent
R002006,2024-04-04,Riverton,Occasional
R002007,2024-11-13,Riverton,Regular
R002008,2024-04-21,Metroville,Occasional
R002009,2025-07-30,Riverton,Frequent
R002010,2025-04-07,Hillview,Regular
R002011,2024-12-29,Hillview,Frequent
R002012,2024-10-14,Hillview,Occasional
R002013,2024-04-22,Riverton,Frequent
R002014,2025-11-05,Riverton,Occasional
R002015,2025-04-19,Lakewood,Occasional
R002016,2024-08-21,Riverton,Regular
R002017,2024-10-30,Riverton,Occasional
R002018,2025-06-15,Metroville,Regular
R002019,2025-06-10,Metroville,Occasional
R002020,2024-12-03,Riverton,Regular
R002021,2024-08-09,Metroville,Regular
R002022,2025-04-28,Metroville,Regular
R002023,2025-04-26,Metroville,Regular
R002024,2025-03-14,Riverton,Regular
R002025,2024-02-23,Hillview,Regular
R002026,2024-12-12,Riverton,Regular
R002027,2025-03-25,Hillview,Regular
R002028,2025-11-26,Hillview,Frequent
R002029,2025-01-19,Metroville,Occasional
R002030,2024-09-07,Metroville,Occasional
R002031,2025-02-10,Metroville,Regular
R002032,2024-05-09,Metroville,Regular
R002033,2024-03-07,Lakewood,Frequent
R002034,2025-05-11,Metroville,Frequent
R002035,2025-12-22,Hillview,Frequent
R002036,2025-09-11,Riverton,Regular
R002037,2025-03-03,Lakewood,Regular
R002038,2024-01-30,Hillview,Occasional
R002039,2025-12-24,Hillview,Occasional
R002040,2024-11-25,Riverton,Regular
R002041,2024-07-31,Riverton,Regular
R002042,2025-10-15,Hillview,Occasional
R002043,2025-06-30,Riverton,Frequent
R002044,2025-07-02,Hillview,Frequent
R002045,2024-07-22,Metroville,Occasional
R002046,2025-12-27,Lakewood,Occasional
R002047,2024-11-27,Lakewood,Frequent
R002048,2025-01-23,Metroville,Occasional
R002049,2025-07-03,Metroville,Occasional
R002050,2025-04-28,Metroville,Regular
R002051,2024-05-06,Metroville,Frequent
R002052,2024-08-09,Metroville,Regular
R002053,2024-09-21,Lakewood,Regular
R002054,2025-11-24,Riverton,Frequent
R002055,2025-06-07,Riverton,Regular
R002056,2024-09-25,Riverton,Regular
R002057,2025-06-21,Metroville,Occasional
R002058,2025-06-24,Hillview,Occasional
R002059,2024-10-15,Metroville,Regular
R002060,2024-10-22,Metroville,Occasional
R002061,2025-10-16,Lakewood,Occasional
R002062,2025-02-15,Hillview,Occasional
R002063,2024-04-19,Hillview,Occasional
R002064,2025-06-10,Riverton,Regular
R002065,2025-03-07,Riverton,Occasional
R002066,2025-01-07,Lakewood,Occasional
R002067,2025-06-14,Riverton,Regular
R002068,2025-10-25,Metroville,Frequent
R002069,2024-08-29,Metroville,Regular
R002070,2024-11-02,Hillview,Occasional
R002071,2024-05-18,Hillview,Regular
R002072,2025-04-18,Metroville,Regular
R002073,2024-10-21,Metroville,Occasional
R002074,2024-09-07,Metroville,Occasional
R002075,2025-05-24,Lakewood,Occasional
R002076,2024-10-25,Metroville,Occasional
R002077,2024-12-05,Riverton,Occasional
R002078,2024-11-18,Metroville,Occasional
R002079,2024-07-08,Metroville,Regular
R002080,2024-04-02,Metroville,Regular
R002081,2025-08-28,Riverton,Regular
R002082,2024-03-08,Metroville,Frequent
R002083,2024-08-25,Lakewood,Occasional
R002084,2025-05-03,Riverton,Regular
R002085,2024-04-06,Riverton,Occasional
R002086,2025-04-24,Metroville,Regular
R002087,2025-06-20,Riverton,Regular
R002088,2025-04-30,Metroville,Regular
R002089,2024-08-11,Riverton,Regular
R002090,2024-01-15,Lakewood,Regular
R002091,2025-10-11,Hillview,Regular
R002092,2024-08-27,Hillview,Occasional
R002093,2025-08-12,Riverton,Occasional
R002094,2024-05-24,Hillview,Frequent
R002095,2024-04-28,Metroville,Regular
R002096,2025-07-23,Riverton,Occasional
R002097,2025-11-18,Metroville,Frequent
R002098,2025-09-21,Metroville,Frequent
R002099,2025-07-03,Lakewood,Regular
