assignment_id,ticket_id,experiment_name,experiment_group,assigned_at,eligibility_flag
EXP000317,TK0002234,AV_Guided_Support_v1,Treatment,2026-06-22 18:18:50,True
EXP000318,TK0002238,AV_Guided_Support_v1,Treatment,2026-05-27 16:21:02,True
EXP000319,TK0002246,AV_Guided_Support_v1,Treatment,2026-05-01 02:18:41,True
EXP000320,TK0002259,AV_Guided_Support_v1,Treatment,2026-06-20 04:19:18,True
EXP000321,TK0002263,AV_Guided_Support_v1,Control,2026-05-22 16:36:59,True
EXP000322,TK0002270,AV_Guided_Support_v1,Control,2026-04-16 08:18:47,True
EXP000323,TK0002280,AV_Guided_Support_v1,Control,2026-06-11 01:24:44,True
EXP000324,TK0002295,AV_Guided_Support_v1,Treatment,2026-04-07 03:00:12,True
EXP000325,TK0002297,AV_Guided_Support_v1,Control,2026-04-15 15:00:23,True
EXP000326,TK0002302,AV_Guided_Support_v1,Control,2026-06-30 09:00:47,True
EXP000327,TK0002315,AV_Guided_Support_v1,Control,2026-05-07 04:28:10,True
EXP000328,TK0002317,AV_Guided_Support_v1,Control,2026-04-07 13:41:04,True
EXP000329,TK0002341,AV_Guided_Support_v1,Control,2026-05-06 15:56:54,True
EXP000330,TK0002343,AV_Guided_Support_v1,Control,2026-05-24 21:12:52,True
EXP000331,TK0002348,AV_Guided_Support_v1,Control,2026-05-06 00:58:37,True
EXP000332,TK0002351,AV_Guided_Support_v1,Treatment,2026-06-04 22:23:39,True
EXP000333,TK0002356,AV_Guided_Support_v1,Treatment,2026-06-29 08:21:40,True
EXP000334,TK0002386,AV_Guided_Support_v1,Control,2026-05-01 03:35:27,True
EXP000335,TK0002390,AV_Guided_Support_v1,Treatment,2026-05-28 18:06:14,True
EXP000336,TK0002392,AV_Guided_Support_v1,Treatment,2026-04-21 03:36:23,True
EXP000337,TK0002398,AV_Guided_Support_v1,Control,2026-06-15 08:18:14,True
EXP000338,TK0002401,AV_Guided_Support_v1,Treatment,2026-04-09 18:22:50,True
EXP000339,TK0002402,AV_Guided_Support_v1,Treatment,2026-04-28 09:51:57,True
EXP000340,TK0002412,AV_Guided_Support_v1,Treatment,2026-05-17 07:50:05,True
EXP000341,TK0002417,AV_Guided_Support_v1,Control,2026-05-07 23:42:25,True
EXP000342,TK0002418,AV_Guided_Support_v1,Control,2026-06-30 20:00:34,True
EXP000343,TK0002428,AV_Guided_Support_v1,Treatment,2026-04-19 19:07:07,True
EXP000344,TK0002429,AV_Guided_Support_v1,Control,2026-05-03 16:47:00,True
EXP000345,TK0002436,AV_Guided_Support_v1,Treatment,2026-06-04 13:57:24,True
EXP000346,TK0002441,AV_Guided_Support_v1,Control,2026-05-08 15:17:28,True
EXP000347,TK0002443,AV_Guided_Support_v1,Treatment,2026-05-09 19:29:19,True
EXP000348,TK0002455,AV_Guided_Support_v1,Treatment,2026-05-05 14:27:16,True
EXP000349,TK0002458,AV_Guided_Support_v1,Treatment,2026-05-23 13:10:37,True
EXP000350,TK0002463,AV_Guided_Support_v1,Treatment,2026-04-17 19:39:27,True
EXP000351,TK0002467,AV_Guided_Support_v1,Control,2026-04-10 22:57:40,True
EXP000352,TK0002471,AV_Guided_Support_v1,Control,2026-04-14 10:50:44,True
EXP000353,TK0002472,AV_Guided_Support_v1,Control,2026-06-30 21:38:23,True
EXP000354,TK0002478,AV_Guided_Support_v1,Treatment,2026-06-08 19:59:36,True
EXP000355,TK0002483,AV_Guided_Support_v1,Treatment,2026-06-06 02:47:32,True
EXP000356,TK0002498,AV_Guided_Support_v1,Control,2026-05-26 04:56:09,True
EXP000357,TK0002500,AV_Guided_Support_v1,Control,2026-06-21 19:31:07,True
EXP000358,TK0002508,AV_Guided_Support_v1,Control,2026-05-31 14:05:53,True
EXP000359,TK0002519,AV_Guided_Support_v1,Treatment,2026-04-07 05:28:54,True
EXP000360,TK0002522,AV_Guided_Support_v1,Control,2026-05-25 12:56:10,True
EXP000361,TK0002524,AV_Guided_Support_v1,Control,2026-04-28 09:18:40,True
EXP000362,TK0002526,AV_Guided_Support_v1,Control,2026-04-10 05:57:04,True
EXP000363,TK0002535,AV_Guided_Support_v1,Control,2026-06-13 06:53:30,True
EXP000364,TK0002553,AV_Guided_Support_v1,Treatment,2026-04-22 23:01:19,True
EXP000365,TK0002564,AV_Guided_Support_v1,Treatment,2026-05-19 22:44:31,True
EXP000366,TK0002570,AV_Guided_Support_v1,Control,2026-06-29 03:24:03,True
EXP000367,TK0002572,AV_Guided_Support_v1,Treatment,2026-05-18 03:57:19,True
EXP000368,TK0002583,AV_Guided_Support_v1,Treatment,2026-06-18 22:02:39,True
EXP000369,TK0002597,AV_Guided_Support_v1,Treatment,2026-05-15 20:46:21,True
EXP000370,TK0002621,AV_Guided_Support_v1,Control,2026-04-12 09:35:59,True
EXP000371,TK0002646,AV_Guided_Support_v1,Treatment,2026-04-07 18:34:25,True
EXP000372,TK0002653,AV_Guided_Support_v1,Treatment,2026-04-03 16:48:11,True
EXP000373,TK0002654,AV_Guided_Support_v1,Treatment,2026-04-04 03:56:02,True
EXP000374,TK0002665,AV_Guided_Support_v1,Control,2026-04-30 04:39:45,True
EXP000375,TK0002666,AV_Guided_Support_v1,Treatment,2026-05-10 02:46:16,True
EXP000376,TK0002680,AV_Guided_Support_v1,Treatment,2026-05-05 22:56:56,True
EXP000377,TK0002692,AV_Guided_Support_v1,Control,2026-04-01 06:39:10,True
EXP000378,TK0002711,AV_Guided_Support_v1,Treatment,2026-05-19 13:31:16,True
EXP000379,TK0002727,AV_Guided_Support_v1,Treatment,2026-06-04 22:56:09,True
EXP000380,TK0002738,AV_Guided_Support_v1,Treatment,2026-05-10 20:10:01,True
EXP000381,TK0002740,AV_Guided_Support_v1,Treatment,2026-04-11 06:53:58,True
EXP000382,TK0002742,AV_Guided_Support_v1,Treatment,2026-06-15 05:44:21,True
EXP000383,TK0002754,AV_Guided_Support_v1,Treatment,2026-05-06 17:49:21,True
EXP000384,TK0002764,AV_Guided_Support_v1,Control,2026-05-05 10:53:07,True
EXP000385,TK0002776,AV_Guided_Support_v1,Control,2026-06-19 15:54:23,True
EXP000386,TK0002778,AV_Guided_Support_v1,Control,2026-06-02 07:37:04,True
EXP000387,TK0002782,AV_Guided_Support_v1,Treatment,2026-05-21 22:04:50,True
EXP000388,TK0002784,AV_Guided_Support_v1,Control,2026-06-12 04:51:26,True
EXP000389,TK0002787,AV_Guided_Support_v1,Treatment,2026-04-01 22:18:40,True
EXP000390,TK0002794,AV_Guided_Support_v1,Control,2026-06-18 05:40:09,True
EXP000391,TK0002796,AV_Guided_Support_v1,Control,2026-04-28 21:46:07,True
EXP000392,TK0002800,AV_Guided_Support_v1,Treatment,2026-05-05 12:54:53,True
EXP000393,TK0002814,AV_Guided_Support_v1,Control,2026-04-28 04:24:28,True
EXP000394,TK0002815,AV_Guided_Support_v1,Treatment,2026-06-18 10:01:45,True
EXP000395,TK0002816,AV_Guided_Support_v1,Control,2026-04-10 11:38:27,True
EXP000396,TK0002824,AV_Guided_Support_v1,Control,2026-04-14 09:27:56,True
EXP000397,TK0002840,AV_Guided_Support_v1,Treatment,2026-05-03 21:19:18,True
EXP000398,TK0002846,AV_Guided_Support_v1,Treatment,2026-06-07 21:46:07,True
EXP000399,TK0002849,AV_Guided_Support_v1,Treatment,2026-05-06 15:27:22,True
EXP000400,TK0002853,AV_Guided_Support_v1,Treatment,2026-05-04 20:46:05,True
EXP000401,TK0002864,AV_Guided_Support_v1,Control,2026-05-16 08:22:03,True
EXP000402,TK0002878,AV_Guided_Support_v1,Control,2026-06-01 10:19:14,True
EXP000403,TK0002881,AV_Guided_Support_v1,Treatment,2026-04-05 05:39:18,True
EXP000404,TK0002891,AV_Guided_Support_v1,Control,2026-05-07 23:40:20,True
EXP000405,TK0002901,AV_Guided_Support_v1,Control,2026-05-25 15:21:41,True
EXP000406,TK0002912,AV_Guided_Support_v1,Treatment,2026-04-12 20:49:35,True
EXP000407,TK0002918,AV_Guided_Support_v1,Treatment,2026-05-09 06:34:04,True
EXP000408,TK0002924,AV_Guided_Support_v1,Treatment,2026-05-31 08:19:12,True
EXP000409,TK0002925,AV_Guided_Support_v1,Control,2026-06-17 08:15:57,True
EXP000410,TK0002943,AV_Guided_Support_v1,Control,2026-05-26 13:14:36,True
EXP000411,TK0002953,AV_Guided_Support_v1,Control,2026-04-21 03:34:57,True
EXP000412,TK0002965,AV_Guided_Support_v1,Treatment,2026-04-15 19:06:03,True
EXP000413,TK0002967,AV_Guided_Support_v1,Control,2026-06-19 17:05:07,True
EXP000414,TK0002978,AV_Guided_Support_v1,Control,2026-04-20 16:34:58,True
EXP000415,TK0002984,AV_Guided_Support_v1,Treatment,2026-06-13 06:15:44,True
EXP000416,TK0002992,AV_Guided_Support_v1,Control,2026-05-26 19:18:06,True
EXP000417,TK0002998,AV_Guided_Support_v1,Control,2026-04-13 07:06:50,True
EXP000418,TK0002999,AV_Guided_Support_v1,Treatment,2026-04-15 23:09:40,True
EXP000419,TK0003028,AV_Guided_Support_v1,Control,2026-06-30 00:26:13,True
EXP000420,TK0003035,AV_Guided_Support_v1,Control,2026-06-15 08:57:01,True
EXP000421,TK0003046,AV_Guided_Support_v1,Control,2026-05-24 11:04:32,True
EXP000422,TK0003056,AV_Guided_Support_v1,Treatment,2026-06-16 13:01:36,True
EXP000423,TK0003061,AV_Guided_Support_v1,Control,2026-05-27 22:56:55,True
EXP000424,TK0003062,AV_Guided_Support_v1,Control,2026-05-30 22:37:47,True
EXP000425,TK0003067,AV_Guided_Support_v1,Treatment,2026-04-30 05:33:41,True
EXP000426,TK0003078,AV_Guided_Support_v1,Treatment,2026-04-10 11:23:43,True
EXP000427,TK0003089,AV_Guided_Support_v1,Treatment,2026-06-07 08:52:08,True
EXP000428,TK0003092,AV_Guided_Support_v1,Treatment,2026-04-02 18:15:39,True
EXP000429,TK0003102,AV_Guided_Support_v1,Control,2026-04-15 04:10:21,True
EXP000430,TK0003111,AV_Guided_Support_v1,Control,2026-06-07 01:31:30,True
EXP000431,TK0003117,AV_Guided_Support_v1,Control,2026-05-16 08:07:13,True
EXP000432,TK0003119,AV_Guided_Support_v1,Treatment,2026-04-20 22:44:53,True
EXP000433,TK0003129,AV_Guided_Support_v1,Control,2026-06-15 08:07:19,True
EXP000434,TK0003133,AV_Guided_Support_v1,Treatment,2026-06-04 11:16:49,True
EXP000435,TK0003134,AV_Guided_Support_v1,Control,2026-05-19 21:48:01,True
EXP000436,TK0003135,AV_Guided_Support_v1,Treatment,2026-06-04 04:39:17,True
EXP000437,TK0003144,AV_Guided_Support_v1,Control,2026-04-24 23:27:10,True
EXP000438,TK0003153,AV_Guided_Support_v1,Treatment,2026-05-10 09:02:29,True
EXP000439,TK0003156,AV_Guided_Support_v1,Treatment,2026-06-23 12:42:44,True
EXP000440,TK0003165,AV_Guided_Support_v1,Control,2026-05-08 20:06:13,True
EXP000441,TK0003169,AV_Guided_Support_v1,Control,2026-05-05 21:34:42,True
EXP000442,TK0003184,AV_Guided_Support_v1,Treatment,2026-05-11 19:31:57,True
EXP000443,TK0003194,AV_Guided_Support_v1,Control,2026-05-05 10:04:42,True
EXP000444,TK0003199,AV_Guided_Support_v1,Control,2026-05-18 00:31:33,True
EXP000445,TK0003208,AV_Guided_Support_v1,Treatment,2026-06-11 00:08:24,True
EXP000446,TK0003219,AV_Guided_Support_v1,Treatment,2026-04-16 05:14:49,True
EXP000447,TK0003223,AV_Guided_Support_v1,Treatment,2026-06-06 19:14:11,True
EXP000448,TK0003226,AV_Guided_Support_v1,Treatment,2026-06-28 22:42:22,True
EXP000449,TK0003247,AV_Guided_Support_v1,Control,2026-05-03 00:52:12,True
EXP000450,TK0003252,AV_Guided_Support_v1,Treatment,2026-04-05 14:03:31,True
EXP000451,TK0003257,AV_Guided_Support_v1,Control,2026-05-27 13:44:16,True
EXP000452,TK0003260,AV_Guided_Support_v1,Treatment,2026-06-03 19:21:11,True
EXP000453,TK0003270,AV_Guided_Support_v1,Control,2026-06-18 12:29:46,True
EXP000454,TK0003275,AV_Guided_Support_v1,Control,2026-04-02 15:43:56,True
EXP000455,TK0003291,AV_Guided_Support_v1,Control,2026-04-01 12:04:58,True
EXP000456,TK0003292,AV_Guided_Support_v1,Control,2026-06-21 12:28:19,True
EXP000457,TK0003295,AV_Guided_Support_v1,Treatment,2026-05-16 13:04:51,True
EXP000458,TK0003297,AV_Guided_Support_v1,Control,2026-04-03 11:17:18,True
EXP000459,TK0003308,AV_Guided_Support_v1,Control,2026-04-01 09:43:40,True
EXP000460,TK0003336,AV_Guided_Support_v1,Control,2026-05-18 19:10:34,True
EXP000461,TK0003340,AV_Guided_Support_v1,Treatment,2026-05-30 20:24:06,True
EXP000462,TK0003344,AV_Guided_Support_v1,Treatment,2026-05-31 00:07:31,True
EXP000463,TK0003346,AV_Guided_Support_v1,Control,2026-06-05 13:08:47,True
EXP000464,TK0003360,AV_Guided_Support_v1,Treatment,2026-06-12 07:52:04,True
EXP000465,TK0003365,AV_Guided_Support_v1,Control,2026-06-22 03:49:57,True
EXP000466,TK0003371,AV_Guided_Support_v1,Control,2026-06-03 16:41:47,True
EXP000467,TK0003392,AV_Guided_Support_v1,Control,2026-06-18 01:45:04,True
EXP000468,TK0003395,AV_Guided_Support_v1,Control,2026-05-03 07:55:44,True
EXP000469,TK0003397,AV_Guided_Support_v1,Treatment,2026-06-22 04:37:46,True
EXP000470,TK0003398,AV_Guided_Support_v1,Treatment,2026-04-29 09:17:29,True
EXP000471,TK0003404,AV_Guided_Support_v1,Treatment,2026-06-01 01:51:41,True
EXP000472,TK0003408,AV_Guided_Support_v1,Treatment,2026-05-31 10:11:11,True
EXP000473,TK0003425,AV_Guided_Support_v1,Control,2026-06-15 04:45:26,True
EXP000474,TK0003453,AV_Guided_Support_v1,Control,2026-04-04 21:34:22,True
EXP000475,TK0003456,AV_Guided_Support_v1,Treatment,2026-06-12 00:37:54,True
EXP000476,TK0003468,AV_Guided_Support_v1,Control,2026-06-22 06:02:31,True
EXP000477,TK0003475,AV_Guided_Support_v1,Treatment,2026-04-02 02:25:33,True
EXP000478,TK0003481,AV_Guided_Support_v1,Treatment,2026-06-18 06:00:49,True
EXP000479,TK0003492,AV_Guided_Support_v1,Treatment,2026-04-29 17:55:16,True
EXP000480,TK0003499,AV_Guided_Support_v1,Control,2026-06-16 14:22:47,True
EXP000481,TK0003502,AV_Guided_Support_v1,Control,2026-05-04 09:32:52,True
EXP000482,TK0003503,AV_Guided_Support_v1,Control,2026-04-06 20:25:37,True
EXP000483,TK0003505,AV_Guided_Support_v1,Control,2026-04-28 18:45:41,True
EXP000484,TK0003509,AV_Guided_Support_v1,Treatment,2026-06-19 02:36:09,True
EXP000485,TK0003512,AV_Guided_Support_v1,Control,2026-06-22 13:46:14,True
EXP000486,TK0003519,AV_Guided_Support_v1,Control,2026-05-13 20:31:39,True
EXP000487,TK0003520,AV_Guided_Support_v1,Treatment,2026-04-01 13:49:28,True
EXP000488,TK0003523,AV_Guided_Support_v1,Control,2026-05-05 06:45:56,True
EXP000489,TK0003525,AV_Guided_Support_v1,Control,2026-04-29 23:40:25,True
EXP000490,TK0003526,AV_Guided_Support_v1,Control,2026-06-09 16:58:50,True
EXP000491,TK0003527,AV_Guided_Support_v1,Control,2026-06-03 05:26:14,True
EXP000492,TK0003530,AV_Guided_Support_v1,Treatment,2026-05-24 12:38:13,True
EXP000493,TK0003536,AV_Guided_Support_v1,Control,2026-04-25 11:57:25,True
EXP000494,TK0003542,AV_Guided_Support_v1,Control,2026-05-19 21:20:12,True
EXP000495,TK0003546,AV_Guided_Support_v1,Treatment,2026-06-24 21:12:56,True
EXP000496,TK0003549,AV_Guided_Support_v1,Treatment,2026-06-27 18:14:22,True
EXP000497,TK0003553,AV_Guided_Support_v1,Treatment,2026-06-11 08:34:22,True
EXP000498,TK0003564,AV_Guided_Support_v1,Control,2026-06-14 23:34:16,True
EXP000499,TK0003567,AV_Guided_Support_v1,Treatment,2026-06-28 18:02:17,True
EXP000500,TK0003575,AV_Guided_Support_v1,Treatment,2026-06-07 22:53:46,True
EXP000501,TK0003582,AV_Guided_Support_v1,Control,2026-04-14 01:16:24,True
EXP000502,TK0003584,AV_Guided_Support_v1,Treatment,2026-05-12 08:06:09,True
EXP000503,TK0003597,AV_Guided_Support_v1,Control,2026-06-15 04:09:54,True
EXP000504,TK0003599,AV_Guided_Support_v1,Control,2026-04-13 20:12:12,True
EXP000505,TK0003603,AV_Guided_Support_v1,Treatment,2026-06-12 11:28:37,True
EXP000506,TK0003621,AV_Guided_Support_v1,Treatment,2026-06-25 20:26:46,True
EXP000507,TK0003631,AV_Guided_Support_v1,Control,2026-05-16 12:25:12,True
EXP000508,TK0003636,AV_Guided_Support_v1,Treatment,2026-04-24 03:56:39,True
EXP000509,TK0003638,AV_Guided_Support_v1,Treatment,2026-05-26 18:57:01,True
EXP000510,TK0003646,AV_Guided_Support_v1,Control,2026-04-30 19:25:25,True
EXP000511,TK0003660,AV_Guided_Support_v1,Control,2026-05-10 06:15:54,True
EXP000512,TK0003663,AV_Guided_Support_v1,Treatment,2026-06-02 08:19:02,True
EXP000513,TK0003664,AV_Guided_Support_v1,Control,2026-06-09 06:16:19,True
EXP000514,TK0003668,AV_Guided_Support_v1,Treatment,2026-04-20 09:20:25,True
EXP000515,TK0003672,AV_Guided_Support_v1,Treatment,2026-06-04 20:40:40,True
EXP000516,TK0003679,AV_Guided_Support_v1,Treatment,2026-04-10 17:32:27,True
EXP000517,TK0003680,AV_Guided_Support_v1,Treatment,2026-04-19 08:29:17,True
EXP000518,TK0003685,AV_Guided_Support_v1,Control,2026-04-17 14:07:43,True
EXP000519,TK0003690,AV_Guided_Support_v1,Control,2026-06-25 11:26:02,True
EXP000520,TK0003699,AV_Guided_Support_v1,Control,2026-06-04 13:12:34,True
EXP000521,TK0003701,AV_Guided_Support_v1,Control,2026-04-11 23:54:40,True
EXP000522,TK0003704,AV_Guided_Support_v1,Treatment,2026-06-10 04:59:11,True
EXP000523,TK0003709,AV_Guided_Support_v1,Treatment,2026-04-13 06:31:16,True
EXP000524,TK0003713,AV_Guided_Support_v1,Control,2026-05-23 15:09:20,True
EXP000525,TK0003725,AV_Guided_Support_v1,Control,2026-04-01 07:41:43,True
EXP000526,TK0003744,AV_Guided_Support_v1,Treatment,2026-06-03 21:39:59,True
EXP000527,TK0003755,AV_Guided_Support_v1,Treatment,2026-06-21 12:49:11,True
EXP000528,TK0003758,AV_Guided_Support_v1,Control,2026-04-26 20:39:55,True
EXP000529,TK0003759,AV_Guided_Support_v1,Control,2026-04-15 05:45:48,True
EXP000530,TK0003769,AV_Guided_Support_v1,Control,2026-04-12 02:34:29,True
EXP000531,TK0003791,AV_Guided_Support_v1,Control,2026-06-16 11:57:56,True
EXP000532,TK0003792,AV_Guided_Support_v1,Treatment,2026-04-18 09:19:09,True
EXP000533,TK0003797,AV_Guided_Support_v1,Control,2026-05-14 08:40:22,True
EXP000534,TK0003802,AV_Guided_Support_v1,Treatment,2026-04-07 22:03:03,True
EXP000535,TK0003811,AV_Guided_Support_v1,Treatment,2026-04-05 13:00:18,True
EXP000536,TK0003812,AV_Guided_Support_v1,Control,2026-06-04 14:29:56,True
EXP000537,TK0003824,AV_Guided_Support_v1,Treatment,2026-06-09 19:46:32,True
EXP000538,TK0003833,AV_Guided_Support_v1,Treatment,2026-05-09 00:21:09,True
EXP000539,TK0003835,AV_Guided_Support_v1,Treatment,2026-04-29 14:27:44,True
EXP000540,TK0003839,AV_Guided_Support_v1,Control,2026-05-05 17:36:12,True
EXP000541,TK0003841,AV_Guided_Support_v1,Control,2026-06-27 03:12:17,True
EXP000542,TK0003845,AV_Guided_Support_v1,Control,2026-04-21 09:35:29,True
EXP000543,TK0003846,AV_Guided_Support_v1,Control,2026-05-05 15:27:17,True
EXP000544,TK0003851,AV_Guided_Support_v1,Treatment,2026-06-29 21:31:09,True
EXP000545,TK0003855,AV_Guided_Support_v1,Treatment,2026-04-22 00:17:31,True
EXP000546,TK0003861,AV_Guided_Support_v1,Control,2026-06-21 05:52:02,True
EXP000547,TK0003868,AV_Guided_Support_v1,Treatment,2026-05-16 19:23:43,True
EXP000548,TK0003887,AV_Guided_Support_v1,Control,2026-05-05 16:35:45,True
EXP000549,TK0003928,AV_Guided_Support_v1,Control,2026-05-11 14:14:31,True
EXP000550,TK0003929,AV_Guided_Support_v1,Treatment,2026-06-26 12:58:20,True
EXP000551,TK0003932,AV_Guided_Support_v1,Control,2026-05-15 02:12:28,True
EXP000552,TK0003935,AV_Guided_Support_v1,Treatment,2026-06-21 02:29:41,True
EXP000553,TK0003939,AV_Guided_Support_v1,Control,2026-06-12 11:31:14,True
EXP000554,TK0003942,AV_Guided_Support_v1,Control,2026-04-15 16:30:26,True
EXP000555,TK0003963,AV_Guided_Support_v1,Control,2026-06-11 01:40:35,True
EXP000556,TK0003964,AV_Guided_Support_v1,Treatment,2026-05-22 01:59:40,True
EXP000557,TK0003986,AV_Guided_Support_v1,Control,2026-04-13 03:10:13,True
EXP000558,TK0003989,AV_Guided_Support_v1,Control,2026-05-20 13:45:38,True
EXP000559,TK0003991,AV_Guided_Support_v1,Control,2026-04-05 06:33:50,True
EXP000560,TK0003992,AV_Guided_Support_v1,Treatment,2026-04-11 06:56:52,True
EXP000561,TK0003996,AV_Guided_Support_v1,Control,2026-05-11 19:19:48,True
EXP000562,TK0004001,AV_Guided_Support_v1,Treatment,2026-04-29 12:42:07,True
EXP000563,TK0004003,AV_Guided_Support_v1,Treatment,2026-04-26 15:21:29,True
EXP000564,TK0004004,AV_Guided_Support_v1,Treatment,2026-06-14 02:36:26,True
EXP000565,TK0004010,AV_Guided_Support_v1,Treatment,2026-05-25 04:41:52,True
EXP000566,TK0004014,AV_Guided_Support_v1,Treatment,2026-04-10 22:27:15,True
EXP000567,TK0004030,AV_Guided_Support_v1,Control,2026-06-04 08:43:24,True
EXP000568,TK0004032,AV_Guided_Support_v1,Treatment,2026-05-29 03:03:49,True
EXP000569,TK0004033,AV_Guided_Support_v1,Control,2026-05-31 11:17:35,True
EXP000570,TK0004037,AV_Guided_Support_v1,Control,2026-05-30 08:47:42,True
EXP000571,TK0004041,AV_Guided_Support_v1,Treatment,2026-05-11 13:30:04,True
EXP000572,TK0004044,AV_Guided_Support_v1,Treatment,2026-05-16 04:02:52,True
EXP000573,TK0004058,AV_Guided_Support_v1,Control,2026-06-23 03:28:20,True
EXP000574,TK0004078,AV_Guided_Support_v1,Control,2026-06-10 21:21:51,True
EXP000575,TK0004079,AV_Guided_Support_v1,Control,2026-06-26 02:49:50,True
EXP000576,TK0004091,AV_Guided_Support_v1,Treatment,2026-04-02 00:43:22,True
EXP000577,TK0004092,AV_Guided_Support_v1,Control,2026-06-27 18:58:45,True
EXP000578,TK0004097,AV_Guided_Support_v1,Control,2026-04-05 10:09:36,True
EXP000579,TK0004113,AV_Guided_Support_v1,Treatment,2026-06-14 12:51:44,True
EXP000580,TK0004114,AV_Guided_Support_v1,Treatment,2026-06-03 16:54:41,True
EXP000581,TK0004115,AV_Guided_Support_v1,Treatment,2026-05-15 05:58:32,True
EXP000582,TK0004124,AV_Guided_Support_v1,Control,2026-04-06 16:20:58,True
EXP000583,TK0004132,AV_Guided_Support_v1,Control,2026-06-14 08:51:01,True
EXP000584,TK0004140,AV_Guided_Support_v1,Control,2026-05-11 14:04:26,True
EXP000585,TK0004141,AV_Guided_Support_v1,Control,2026-06-07 12:09:52,True
EXP000586,TK0004145,AV_Guided_Support_v1,Treatment,2026-04-15 20:13:32,True
EXP000587,TK0004149,AV_Guided_Support_v1,Control,2026-06-30 00:30:52,True
EXP000588,TK0004155,AV_Guided_Support_v1,Treatment,2026-06-18 00:14:19,True
EXP000589,TK0004156,AV_Guided_Support_v1,Treatment,2026-06-13 13:21:24,True
EXP000590,TK0004157,AV_Guided_Support_v1,Treatment,2026-05-03 12:49:07,True
EXP000591,TK0004158,AV_Guided_Support_v1,Control,2026-06-02 09:58:52,True
EXP000592,TK0004173,AV_Guided_Support_v1,Treatment,2026-04-27 23:11:35,True
EXP000593,TK0004174,AV_Guided_Support_v1,Treatment,2026-04-25 08:20:48,True
EXP000594,TK0004176,AV_Guided_Support_v1,Treatment,2026-04-05 15:13:24,True
EXP000595,TK0004188,AV_Guided_Support_v1,Treatment,2026-04-02 12:05:09,True
EXP000596,TK0004197,AV_Guided_Support_v1,Treatment,2026-04-27 16:11:42,True
EXP000597,TK0004202,AV_Guided_Support_v1,Control,2026-05-16 02:35:47,True
EXP000598,TK0004204,AV_Guided_Support_v1,Treatment,2026-06-23 13:25:01,True
EXP000599,TK0004213,AV_Guided_Support_v1,Treatment,2026-06-02 23:31:59,True
EXP000600,TK0004214,AV_Guided_Support_v1,Treatment,2026-04-13 02:01:14,True
EXP000601,TK0004219,AV_Guided_Support_v1,Control,2026-05-12 19:21:22,True
EXP000602,TK0004229,AV_Guided_Support_v1,Control,2026-05-05 12:14:54,True
EXP000603,TK0004242,AV_Guided_Support_v1,Control,2026-05-05 21:59:06,True
EXP000604,TK0004257,AV_Guided_Support_v1,Control,2026-04-02 00:12:19,True
EXP000605,TK0004277,AV_Guided_Support_v1,Treatment,2026-06-25 04:30:07,True
EXP000606,TK0004280,AV_Guided_Support_v1,Control,2026-06-28 17:17:51,True
EXP000607,TK0004283,AV_Guided_Support_v1,Control,2026-06-16 16:11:09,True
EXP000608,TK0004285,AV_Guided_Support_v1,Treatment,2026-05-20 02:42:49,True
EXP000609,TK0004289,AV_Guided_Support_v1,Treatment,2026-06-21 00:00:14,True
EXP000610,TK0004313,AV_Guided_Support_v1,Treatment,2026-05-28 12:03:03,True
EXP000611,TK0004318,AV_Guided_Support_v1,Control,2026-05-26 13:31:44,True
EXP000612,TK0004322,AV_Guided_Support_v1,Control,2026-06-02 02:00:06,True
EXP000613,TK0004325,AV_Guided_Support_v1,Control,2026-06-08 00:37:37,True
EXP000614,TK0004331,AV_Guided_Support_v1,Control,2026-06-11 01:18:59,True
EXP000615,TK0004336,AV_Guided_Support_v1,Treatment,2026-05-26 07:38:25,True
EXP000616,TK0004339,AV_Guided_Support_v1,Control,2026-05-19 02:12:20,True
EXP000617,TK0004345,AV_Guided_Support_v1,Control,2026-05-24 16:19:07,True
EXP000618,TK0004348,AV_Guided_Support_v1,Control,2026-04-09 05:06:19,True
EXP000619,TK0004349,AV_Guided_Support_v1,Treatment,2026-04-29 09:57:21,True
EXP000620,TK0004356,AV_Guided_Support_v1,Treatment,2026-06-22 17:06:03,True
EXP000621,TK0004371,AV_Guided_Support_v1,Control,2026-04-04 23:12:11,True
EXP000622,TK0004380,AV_Guided_Support_v1,Treatment,2026-04-12 02:02:45,True
EXP000623,TK0004390,AV_Guided_Support_v1,Control,2026-06-05 12:35:55,True
EXP000624,TK0004427,AV_Guided_Support_v1,Control,2026-04-14 13:30:17,True
EXP000625,TK0004441,AV_Guided_Support_v1,Control,2026-06-27 14:18:19,True
EXP000626,TK0004448,AV_Guided_Support_v1,Control,2026-04-01 06:41:14,True
EXP000627,TK0004450,AV_Guided_Support_v1,Treatment,2026-06-15 15:43:23,True
EXP000628,TK0004451,AV_Guided_Support_v1,Control,2026-04-08 00:15:08,True
EXP000629,TK0004460,AV_Guided_Support_v1,Treatment,2026-06-09 22:58:33,True
EXP000630,TK0004462,AV_Guided_Support_v1,Control,2026-04-02 01:33:09,True
EXP000631,TK0004481,AV_Guided_Support_v1,Treatment,2026-06-11 00:06:38,True
EXP000632,TK0004487,AV_Guided_Support_v1,Control,2026-06-26 16:50:37,True
EXP000633,TK0004495,AV_Guided_Support_v1,Control,2026-06-24 05:15:00,True
